JENIS_KELAMIN,STATUS_MAHASISWA,UMUR,STATUS_NIKAH,IPS_1,IPS_2,IPS_3,IPS_4,STATUS_KELULUSAN
0,1,23,0,3.51,3.68,3.93,3.79,1
0,1,20,0,2.33,2.57,2.29,2.85,0
1,0,22,0,3.51,3.52,3.2,3.48,0
0,1,19,0,3.84,3.82,4.0,4.0,1
1,0,23,0,3.58,3.71,3.96,4.0,1
1,0,19,0,4.0,3.97,3.7,3.57,1
0,0,23,0,3.83,3.82,4.0,3.94,1
0,1,23,1,3.61,3.7,3.79,3.88,1
0,0,20,0,2.99,2.89,3.1,2.96,0
0,1,23,1,3.33,3.37,3.21,2.96,1
1,1,22,0,3.43,3.44,3.74,3.55,1
0,0,20,0,3.68,3.87,3.82,3.78,1
1,1,19,0,3.65,3.53,3.47,3.56,1
0,0,18,0,3.47,3.07,3.16,3.1,0
0,0,22,0,3.45,3.39,3.31,2.98,1
0,1,18,0,2.66,2.74,2.44,2.53,0
1,0,22,0,3.37,3.57,3.59,3.85,1
0,0,21,0,4.0,3.86,3.8,3.67,1
0,0,23,0,2.58,2.69,2.54,2.87,0
0,1,21,0,3.91,4.0,4.0,4.0,1
0,1,21,0,2.78,2.93,3.41,3.2,1
1,1,23,0,0.26,0.11,0.0,0.0,0
0,0,22,0,2.98,2.84,2.88,2.82,1
1,0,22,0,3.54,3.63,3.55,3.51,1
1,1,22,0,3.62,3.95,4.0,3.51,1
1,1,18,0,3.32,3.33,3.42,3.27,0
1,1,23,0,1.84,1.81,1.99,1.88,0
1,1,23,0,3.97,3.7,3.93,4.0,1
1,1,19,0,2.97,2.89,2.92,2.96,1
0,0,21,0,3.4,3.25,3.22,3.06,1
1,1,21,0,1.68,1.68,1.99,1.9,1
1,0,21,0,3.8,3.5,3.65,3.74,1
1,0,22,0,3.58,3.52,3.35,3.27,1
0,0,24,0,0.45,0.25,0.11,0.0,0
0,0,24,0,3.76,3.95,3.87,3.76,1
1,1,19,0,3.13,2.96,3.19,3.29,1
0,0,23,0,1.71,1.6,1.89,1.62,0
1,1,24,0,2.47,2.53,2.96,2.74,0
1,0,22,0,2.78,2.69,2.55,2.37,0
0,1,24,0,2.22,2.69,2.72,2.5,0
1,1,26,0,0.56,0.74,0.66,0.5,0
0,0,24,0,2.7,2.7,2.66,2.84,0
0,1,22,1,4.0,4.0,4.0,4.0,1
1,0,24,0,2.74,2.27,2.26,2.31,0
1,1,22,0,2.34,2.59,2.85,2.89,1
0,0,22,0,2.98,3.08,2.98,2.84,1
1,0,21,0,3.2,3.19,3.34,2.92,1
1,1,25,0,2.03,2.15,2.06,2.09,0
1,1,20,0,2.95,3.08,2.72,2.78,1
0,0,25,0,0.33,0.24,0.04,0.0,0
0,0,22,0,3.32,3.4,3.43,3.21,0
1,1,19,0,3.39,3.6,3.98,3.73,1
0,0,22,0,2.82,2.91,2.82,2.85,1
0,0,18,0,2.32,2.27,2.24,2.25,0
0,0,23,0,2.45,2.51,2.61,2.85,0
0,1,23,0,4.0,4.0,3.88,3.72,1
0,0,20,0,3.42,3.58,3.48,3.42,1
1,0,22,0,4.0,3.77,3.78,3.79,1
1,1,25,0,3.3,3.42,3.33,3.22,1
1,0,20,0,2.28,2.37,2.01,2.18,0
0,0,19,0,0.49,0.72,0.59,0.84,0
0,0,24,0,3.22,3.22,3.35,3.12,1
1,0,25,0,2.85,2.77,2.9,2.81,0
0,1,22,0,3.29,3.01,3.28,3.55,1
1,0,24,0,3.34,3.2,3.46,3.52,1
1,0,24,0,3.07,3.31,3.13,3.15,0
1,0,20,0,2.38,2.42,2.27,2.34,0
0,0,21,0,2.67,2.65,2.51,2.64,0
0,0,24,0,1.74,1.99,1.96,2.04,0
1,1,25,0,3.69,3.91,3.79,3.83,1
1,1,23,1,3.2,3.06,3.02,3.02,1
1,0,20,0,2.35,2.59,2.41,2.68,0
1,0,25,1,2.56,2.23,2.38,2.33,0
0,1,20,0,3.33,3.42,3.23,3.23,1
0,1,21,0,0.87,0.94,0.74,1.05,0
1,1,22,1,3.57,3.8,3.91,3.97,1
1,0,25,0,3.45,3.53,3.67,3.66,1
0,0,23,0,3.49,3.44,3.39,3.52,0
0,0,22,0,3.24,3.21,3.39,3.43,0
1,0,22,0,4.0,4.0,4.0,3.85,1
1,0,22,0,3.08,3.09,3.47,3.52,1
1,0,23,0,3.44,3.56,3.71,3.55,1
0,1,18,0,3.45,3.04,3.38,3.75,1
0,1,21,0,3.8,3.64,3.65,3.7,1
0,0,22,0,3.84,3.95,4.0,3.81,1
1,0,19,0,3.39,3.06,3.35,3.27,1
1,0,22,0,3.52,3.63,3.6,3.75,1
0,1,21,0,3.82,3.67,3.53,3.32,1
0,1,25,0,3.44,3.23,3.13,3.67,1
1,1,25,0,2.76,2.62,2.7,2.41,0
0,1,21,0,2.85,3.16,2.93,3.11,1
0,0,21,0,3.18,3.24,3.15,3.05,0
1,1,21,0,2.68,2.5,2.73,2.57,1
0,1,21,0,1.95,2.11,2.24,2.35,0
1,0,22,1,3.4,3.57,3.1,3.01,0
1,0,20,0,2.76,2.69,2.42,2.74,0
1,0,19,0,0.32,0.51,0.94,0.66,0
1,1,23,0,2.52,2.72,2.96,3.07,1
1,0,23,0,2.75,2.92,2.8,2.75,0
1,1,20,0,2.45,2.32,2.02,2.08,0
1,1,23,0,3.43,3.19,2.94,3.04,0
0,1,20,0,1.69,1.36,1.46,1.11,0
1,1,22,0,2.03,1.9,2.3,2.35,0
1,0,23,0,3.12,3.05,3.43,3.65,0
0,0,21,0,2.5,2.44,2.13,2.22,0
0,1,22,0,3.08,3.07,3.01,2.93,1
0,0,20,0,3.69,4.0,3.83,3.55,1
1,1,21,0,4.0,3.93,3.96,4.0,1
0,1,21,0,3.42,3.41,3.14,3.52,1
1,0,20,0,3.07,2.71,2.6,2.73,0
1,0,21,0,3.58,4.0,3.83,4.0,1
1,1,18,0,1.86,1.6,1.7,1.89,0
1,0,21,0,1.94,1.79,1.69,1.61,0
0,1,21,0,4.0,4.0,3.93,3.94,0
0,0,21,1,3.38,3.43,3.54,3.71,1
1,1,21,0,2.5,2.83,3.16,2.84,0
1,1,21,0,1.76,1.91,2.33,2.46,0
1,0,22,0,3.99,3.98,4.0,4.0,1
0,0,23,0,2.62,2.83,2.81,2.8,1
1,1,20,0,2.1,2.33,2.59,2.76,0
1,0,19,0,3.99,3.86,4.0,3.89,1
0,0,19,0,1.94,2.14,2.31,2.32,0
0,1,21,0,2.03,1.99,1.67,1.62,0
1,1,21,0,0.53,0.51,0.75,0.84,0
0,0,20,0,2.63,2.66,2.73,2.71,0
0,0,19,0,1.65,1.57,1.39,1.06,0
1,1,21,0,0.42,0.34,0.2,0.06,0
0,1,22,0,3.06,3.26,3.37,3.76,1
1,1,23,0,3.32,3.01,2.51,2.62,0
0,1,20,0,3.52,3.31,3.29,2.87,0
1,1,21,0,0.63,0.76,0.63,0.87,0
1,1,20,0,3.04,3.03,2.87,2.64,0
1,1,21,0,3.15,3.35,3.26,3.44,1
0,1,20,0,3.29,3.37,3.07,3.33,0
1,0,23,1,3.82,3.55,3.76,3.78,1
0,0,18,0,3.26,3.28,2.85,2.65,1
1,0,21,0,2.39,2.49,2.53,2.39,1
1,1,22,0,1.89,1.94,1.77,1.89,0
0,0,22,0,3.04,2.95,3.34,3.12,1
1,1,27,0,2.13,2.08,2.08,1.96,0
1,0,22,0,3.48,3.37,2.94,3.04,1
0,1,19,0,3.43,3.16,3.27,3.14,0
1,1,21,0,3.9,3.61,3.39,3.67,1
1,0,18,0,1.04,1.11,1.31,1.1,0
1,1,21,0,3.18,3.01,3.13,2.47,0
1,0,20,0,2.07,2.18,2.48,2.32,0
0,0,23,0,3.89,3.77,3.81,3.87,1
0,0,20,0,2.86,2.6,2.77,2.94,0
1,0,21,1,4.0,3.92,3.93,3.85,1
0,0,20,0,0.7,1.12,1.01,0.95,0
1,0,25,0,3.51,3.49,3.71,3.7,1
0,0,21,0,3.8,3.93,3.69,4.0,1
1,0,25,0,3.17,3.21,3.2,3.28,1
1,0,23,0,0.76,0.48,0.37,0.27,0
1,1,22,0,3.25,3.54,3.71,4.0,1
1,1,22,0,0.58,0.54,0.35,0.35,0
1,0,22,0,3.0,2.74,2.66,2.24,0
1,1,18,0,2.66,2.55,2.56,2.28,0
0,1,21,0,3.02,2.98,3.28,3.39,1
1,0,23,0,3.47,3.62,3.51,3.16,1
0,0,21,0,3.88,3.74,3.66,3.76,1
1,1,19,0,3.93,4.0,3.73,3.57,1
0,0,21,0,3.45,3.26,3.07,3.3,0
0,0,25,0,3.5,3.63,3.71,3.74,0
0,0,24,0,2.92,2.53,2.53,2.21,0
1,1,21,0,3.8,3.77,3.78,3.97,0
1,0,23,0,0.79,0.87,1.21,1.49,0
0,1,21,0,1.86,1.64,1.3,1.05,0
1,0,18,0,2.13,2.43,2.89,2.73,0
0,0,20,0,3.16,3.24,3.48,3.58,1
1,1,25,0,2.54,2.48,2.41,2.55,0
0,0,21,0,3.53,3.62,3.69,4.0,1
0,1,21,0,1.89,1.77,1.64,1.81,0
1,1,21,0,3.32,3.58,3.64,4.0,1
0,0,25,0,3.6,3.8,4.0,4.0,1
1,0,25,0,1.77,1.84,1.71,1.79,0
0,1,26,0,2.14,2.27,2.22,2.11,0
0,1,21,0,2.8,2.5,2.35,2.24,0
1,0,22,0,3.85,4.0,3.88,3.91,1
1,0,18,0,3.66,3.64,3.56,3.45,1
1,0,24,0,2.92,3.12,2.9,2.39,1
0,0,19,0,3.03,3.18,3.13,2.99,1
1,0,22,0,1.7,1.9,1.91,2.13,0
0,1,19,1,3.08,2.87,2.79,2.81,1
0,1,20,0,3.82,3.63,3.17,3.19,1
1,1,20,0,2.7,3.15,3.12,2.96,0
1,1,20,0,3.87,3.56,3.55,3.62,1
0,0,20,0,3.15,2.93,3.31,3.64,1
0,1,20,0,3.68,3.69,3.7,3.98,1
1,0,23,0,3.93,3.94,4.0,4.0,1
1,0,19,0,1.73,1.62,1.54,1.37,0
1,0,22,0,2.15,2.27,2.53,2.88,0
1,0,24,0,3.08,3.26,3.07,3.28,1
1,0,20,0,2.59,2.58,2.68,2.39,0
0,1,20,0,3.33,3.27,3.44,3.09,1
0,0,21,0,3.44,3.44,3.58,3.29,0
0,0,24,0,3.32,3.22,3.66,3.56,1
0,0,22,0,1.9,1.56,1.44,1.62,0
1,1,20,0,3.89,3.95,4.0,4.0,1
1,0,22,0,3.69,3.84,4.0,4.0,1
1,0,19,0,3.53,3.5,3.51,3.48,1
0,0,23,0,2.91,2.46,2.82,3.3,0
0,1,22,0,3.46,3.35,3.32,3.32,1
1,0,21,0,2.14,2.32,2.32,2.3,0
1,1,20,0,3.98,3.7,3.69,3.59,1
0,1,20,0,1.89,2.03,1.78,2.22,0
0,0,23,0,2.92,2.84,2.99,3.13,0
1,1,24,1,2.99,2.98,3.11,2.9,0
1,1,20,0,3.27,3.13,3.11,2.88,1
0,0,22,0,3.57,3.34,3.7,3.36,1
1,0,18,0,3.86,4.0,3.91,3.89,1
1,0,20,0,3.34,3.51,3.16,2.86,1
1,0,21,0,3.37,3.5,3.88,3.64,1
0,1,20,0,2.76,2.95,3.15,3.36,0
0,1,20,0,2.95,3.05,3.18,3.35,1
0,0,20,1,2.9,3.09,3.03,3.32,0
0,0,22,0,3.02,2.89,2.95,2.66,1
0,0,21,0,1.68,1.96,1.71,1.51,0
0,1,18,1,2.19,2.45,2.41,2.28,0
0,0,18,0,4.0,4.0,3.82,4.0,1
1,1,20,1,2.95,2.89,2.94,2.96,1
1,1,22,1,3.7,3.46,3.64,4.0,1
1,1,18,0,2.76,2.8,2.59,2.72,1
1,1,21,0,3.34,3.68,3.82,3.8,1
1,0,20,0,2.78,2.55,2.59,2.7,0
1,0,24,0,2.5,2.7,2.84,2.49,0
1,0,21,1,3.48,3.38,3.34,2.92,1
0,1,22,0,3.93,3.85,3.99,4.0,1
0,1,22,0,3.54,3.3,3.16,3.17,1
1,0,18,0,2.34,2.19,1.85,2.24,0
1,1,23,0,4.0,4.0,3.71,3.43,1
0,1,22,0,3.53,3.69,3.59,3.66,1
1,1,23,0,3.35,3.4,3.08,3.21,1
1,0,29,0,3.07,2.97,3.28,3.35,0
0,0,18,0,4.0,3.78,3.76,3.98,1
1,0,25,1,2.58,2.59,2.77,2.65,0
0,1,21,0,3.02,2.95,3.11,3.27,1
1,0,22,0,2.93,2.97,2.98,3.09,1
0,0,21,0,3.9,3.84,4.0,4.0,1
0,0,21,0,2.99,2.93,3.51,3.41,0
0,1,20,0,4.0,4.0,4.0,3.76,1
1,1,22,1,1.68,1.75,1.57,1.44,0
0,1,18,0,3.97,4.0,4.0,3.79,1
1,1,23,0,3.59,3.53,3.18,3.06,1
1,1,21,0,2.31,2.41,2.69,2.63,0
1,0,19,0,3.33,3.69,3.18,3.0,1
1,0,21,0,2.38,2.5,2.43,2.43,0
0,1,24,0,3.68,3.92,4.0,3.76,1
0,1,20,0,3.04,2.91,2.99,2.98,1
1,0,22,0,1.79,1.65,1.35,1.25,0
1,1,20,0,3.47,3.44,3.47,3.45,1
0,1,23,0,2.99,2.98,3.06,3.14,0
1,1,23,0,2.79,3.01,3.05,2.96,0
0,1,25,0,1.5,1.36,1.27,1.12,0
1,1,21,1,3.12,3.1,3.27,3.14,1
1,0,23,0,0.34,0.56,0.79,0.99,0
0,0,22,0,2.04,2.08,2.05,2.3,0
1,1,24,1,3.68,3.68,3.99,3.88,1
0,1,20,0,3.76,3.81,3.78,3.75,1
1,0,23,0,3.11,2.89,2.79,2.45,0
1,1,21,0,3.55,3.32,3.59,3.55,1
1,0,21,0,3.43,3.11,3.37,3.08,0
0,1,22,0,1.96,2.01,1.88,1.78,0
1,0,22,0,3.56,3.74,3.59,3.81,1
1,0,21,0,4.0,4.0,4.0,3.7,1
1,1,22,0,2.66,2.89,2.87,2.69,1
1,1,25,1,2.76,3.05,3.05,2.87,1
0,0,23,0,3.41,3.44,3.39,3.06,0
0,1,23,0,2.91,2.9,3.17,3.34,0
1,0,21,0,3.75,4.0,4.0,4.0,1
0,1,20,0,1.9,1.76,1.78,2.14,0
1,1,23,0,3.33,3.1,3.58,3.38,0
1,1,23,1,3.27,3.2,3.09,2.73,0
1,0,24,0,3.43,3.34,3.28,3.47,1
0,0,20,0,3.4,3.41,3.55,3.48,0
0,1,21,0,2.54,2.37,2.21,2.12,0
0,0,18,0,3.18,3.26,3.39,3.68,0
0,1,21,0,3.86,3.74,3.64,3.67,1
0,0,23,0,3.25,3.49,3.18,3.36,0
0,1,21,0,3.47,3.23,2.88,2.75,0
0,0,23,0,2.36,2.33,2.26,2.12,0
0,0,21,0,3.53,3.46,3.55,3.47,1
0,0,22,0,2.93,2.98,2.7,2.84,1
1,0,19,0,2.62,2.8,2.84,2.85,1
0,0,22,0,3.16,3.22,3.25,3.35,1
0,0,18,0,3.56,3.53,3.5,2.98,1
0,1,21,0,1.85,1.99,1.8,1.42,0
0,1,18,0,3.26,3.43,3.47,3.04,1
0,0,24,0,2.82,2.87,2.84,2.77,0
0,1,23,0,3.65,3.73,3.93,3.65,1
0,0,22,0,3.1,3.23,2.97,3.31,1
0,1,25,1,1.71,1.38,1.4,1.4,0
0,1,20,0,3.38,3.31,3.06,3.1,0
0,1,25,0,1.91,1.98,1.94,1.72,0
0,1,23,0,3.87,3.81,3.59,3.37,1
1,0,21,0,3.42,3.36,3.18,3.49,1
1,1,24,0,3.26,3.34,3.33,3.69,1
0,1,19,0,3.48,3.56,3.44,3.53,1
0,1,20,0,3.82,3.92,4.0,3.59,1
1,0,20,1,2.64,2.48,2.72,2.64,1
0,1,20,0,2.39,2.11,2.27,2.33,0
1,0,19,0,3.0,3.16,3.31,3.27,0
1,0,24,0,3.4,3.26,3.28,2.86,0
1,1,21,0,2.45,2.28,2.54,2.91,0
1,0,22,0,3.74,3.56,3.5,3.33,1
1,1,20,0,2.26,2.49,2.91,2.65,0
0,1,18,0,2.05,2.09,1.91,1.9,0
1,1,22,0,3.6,3.67,3.44,3.68,1
0,1,18,0,1.94,2.08,1.8,1.9,0
0,1,21,1,1.93,1.92,1.68,1.42,0
1,1,19,0,2.6,2.8,2.47,2.18,0
1,1,25,0,2.99,2.75,2.79,2.35,1
0,0,23,0,3.6,3.38,3.55,3.5,1
1,0,22,0,2.72,2.49,2.5,2.4,0
1,1,24,0,3.29,3.38,3.1,3.2,1
0,1,20,0,2.38,2.48,2.39,2.25,1
0,0,23,0,2.98,2.89,3.06,3.25,1
1,1,22,0,2.95,2.9,2.83,2.96,1
0,0,22,0,3.84,4.0,3.84,3.69,1
1,0,24,0,3.68,3.54,3.23,3.31,1
1,1,23,1,2.34,2.4,2.32,2.58,0
1,1,22,0,3.69,3.55,3.41,3.22,1
0,0,18,0,2.78,2.99,2.98,2.94,0
0,0,20,0,3.53,3.66,3.75,3.7,0
0,1,21,0,0.9,0.62,0.56,0.49,0
0,1,22,0,2.18,2.13,2.16,2.32,0
0,0,19,1,1.75,1.34,1.43,1.61,0
1,0,26,0,2.91,3.09,2.84,2.92,0
1,0,25,0,3.55,3.96,4.0,4.0,0
1,1,23,0,3.51,3.08,2.93,2.82,0
1,1,22,0,3.58,3.29,3.4,3.46,1
0,1,21,0,3.48,3.52,3.29,3.03,0
1,0,20,0,3.69,3.69,3.71,4.0,1
0,0,22,0,2.06,1.97,2.0,2.27,0
1,1,22,0,3.48,3.13,3.47,3.66,1
0,0,19,0,3.24,3.31,3.26,3.34,1
0,0,22,0,3.47,3.64,3.9,3.99,1
1,0,21,0,3.94,4.0,4.0,3.66,1
1,0,18,0,3.46,3.73,4.0,3.75,1
1,0,20,0,2.36,2.1,1.75,1.52,0
1,1,21,0,3.15,3.15,3.25,3.26,0
0,1,25,1,3.1,3.22,2.68,2.63,0
1,1,23,0,3.5,3.37,3.36,3.52,0
1,1,19,0,2.9,3.05,3.26,3.06,1
0,1,22,0,3.08,3.22,3.51,3.72,1
1,0,18,0,3.06,3.31,3.46,3.29,1
1,0,24,0,2.81,2.97,2.91,2.83,0
1,0,21,0,3.08,3.14,3.24,3.42,1
1,1,21,0,2.98,2.85,3.35,3.45,1
1,0,24,0,1.32,1.06,1.08,0.83,0
0,0,19,0,2.63,2.67,2.86,3.08,1
1,0,19,0,2.53,2.45,2.36,2.38,0
1,1,20,0,3.74,3.68,3.9,3.47,1
1,0,24,0,2.45,2.67,2.85,2.68,0
1,0,18,0,3.14,3.41,3.29,3.21,1
1,1,18,0,2.16,1.91,2.06,1.83,0
0,1,21,0,3.1,3.06,3.22,3.49,1
1,0,23,0,2.78,2.7,2.85,2.77,0
0,1,24,0,2.59,2.65,2.65,2.74,0
0,0,21,0,2.08,1.63,1.87,1.92,0
1,1,21,0,2.8,2.51,2.32,2.46,0
1,0,24,0,0.55,0.52,0.53,0.86,0
1,0,18,1,2.05,2.2,2.23,2.36,0
1,1,21,0,2.47,2.48,2.72,3.06,0
0,1,22,0,3.13,3.26,3.07,3.21,0
1,1,22,0,3.52,3.56,3.6,3.63,1
1,1,20,0,3.83,4.0,3.9,3.97,1
1,0,22,0,4.0,4.0,4.0,3.47,1
1,1,18,0,2.39,2.24,2.32,2.22,0
1,0,20,1,3.07,3.24,2.99,2.96,0
1,0,22,0,3.28,3.38,3.63,3.72,1
0,0,20,0,3.58,4.0,4.0,3.99,1
0,1,22,0,2.74,2.58,2.41,2.48,0
1,0,22,1,2.17,2.15,2.08,1.82,0
1,0,21,0,3.45,3.25,3.54,3.23,1
1,1,22,0,3.43,3.24,3.32,3.09,1
0,0,20,0,3.55,3.63,3.44,3.75,1
1,0,21,0,2.43,2.47,2.31,2.06,0
0,0,23,0,2.34,2.45,2.58,2.42,0
1,1,22,0,3.48,3.58,3.73,3.75,1
1,0,20,0,3.42,3.38,3.45,3.13,0
1,0,22,0,2.04,1.99,1.93,1.75,0
1,0,23,0,2.5,2.31,2.47,2.61,0
0,1,18,0,4.0,3.86,3.8,3.71,1
0,1,24,0,2.52,2.51,2.34,2.67,1
1,1,21,1,2.97,3.01,3.33,2.99,1
1,0,22,0,0.49,0.63,0.73,0.66,0
0,0,24,0,3.67,3.79,3.63,3.55,1
0,0,19,0,2.04,2.35,2.38,2.37,0
0,0,20,0,3.18,2.98,2.99,2.74,1
0,0,21,0,3.72,3.67,3.6,3.48,1
1,1,20,0,3.8,3.62,3.67,3.83,1
0,0,25,0,3.12,3.38,3.19,3.14,1
1,0,20,0,3.28,3.18,3.35,3.14,1
0,1,20,0,3.15,3.38,3.38,3.8,1
0,1,22,0,2.96,3.25,2.92,2.93,0
0,0,19,0,2.99,3.07,3.02,3.15,1
0,1,21,0,1.37,1.43,1.31,1.46,0
0,1,22,1,3.57,3.58,2.98,2.97,0
1,1,21,0,2.91,2.85,2.82,2.66,0
1,0,21,0,3.77,3.68,3.89,3.93,1
0,1,20,0,3.49,3.46,3.43,3.29,1
0,0,18,0,3.68,4.0,4.0,4.0,1
1,1,22,0,3.75,3.54,3.54,3.51,0
0,0,25,0,2.7,2.74,2.65,2.86,1
0,0,22,0,3.06,3.2,3.05,2.83,0
1,0,22,0,3.31,3.25,2.99,3.14,1
0,1,23,0,3.39,3.47,3.66,3.78,1
0,1,19,0,2.89,2.59,2.73,2.68,0
1,1,25,0,3.76,4.0,3.94,4.0,1
1,0,22,0,4.0,4.0,3.6,3.68,1
1,1,25,0,3.47,3.45,3.55,3.68,1
0,1,20,0,3.43,3.26,3.08,3.2,1
1,0,25,0,3.74,3.9,3.93,3.94,1
1,1,23,0,1.79,1.56,1.26,1.14,0
1,0,23,0,3.41,3.21,3.23,3.11,1
1,1,22,0,3.79,3.78,3.75,3.71,1
1,0,21,0,3.14,3.45,2.96,3.13,1
1,0,24,0,2.91,3.04,3.36,3.49,1
0,1,22,0,3.33,3.2,3.13,3.33,1
0,0,18,0,2.96,2.62,2.57,2.79,1
1,1,19,0,3.04,3.04,3.15,3.11,0
1,1,21,0,4.0,4.0,3.99,4.0,1
1,1,22,0,2.8,2.79,2.86,2.84,1
0,1,21,0,2.94,3.3,3.07,2.97,0
0,0,24,0,3.36,3.34,3.31,3.37,1
0,0,18,0,3.09,2.63,2.25,2.34,0
0,0,22,0,3.41,3.33,3.28,3.13,0
0,1,18,0,1.8,1.89,2.18,2.14,0
0,1,23,1,3.05,3.13,2.83,2.74,0
0,0,21,1,4.0,3.96,3.89,3.92,1
0,0,22,0,3.62,3.56,3.13,3.29,1
0,1,20,0,3.82,3.42,3.42,3.37,1
1,1,24,0,3.55,3.56,3.66,3.77,1
1,1,24,0,3.73,3.66,3.74,3.46,1
1,0,23,0,2.39,2.44,2.32,2.5,0
1,1,21,1,3.21,3.31,2.88,2.79,1
0,0,23,0,3.94,4.0,3.75,3.66,1
0,1,20,0,4.0,3.81,4.0,4.0,1
1,0,23,0,3.21,2.96,3.13,3.22,0
0,1,25,0,2.42,2.31,2.29,2.27,0
1,0,24,1,3.23,3.08,3.11,2.94,1
0,0,20,0,1.56,1.39,1.19,1.09,0
1,0,22,0,3.51,3.8,4.0,4.0,1
0,1,19,0,3.86,3.89,3.74,3.84,1
0,0,23,0,3.58,3.98,4.0,3.84,1
1,0,22,0,2.94,2.94,2.68,2.55,1
0,1,18,0,1.19,0.96,0.92,0.97,0
1,0,19,0,2.24,2.08,2.33,2.31,0
1,0,21,0,3.56,3.77,3.58,3.61,1
1,1,21,0,2.24,2.01,2.16,1.64,0
1,0,19,0,2.57,2.68,2.46,2.41,0
0,1,22,0,3.72,3.65,3.47,3.64,1
0,0,22,0,2.78,2.6,2.6,2.47,0
0,1,21,0,3.89,4.0,4.0,4.0,1
1,0,20,1,2.43,2.31,2.25,2.01,0
0,0,24,0,2.91,2.75,2.87,2.56,0
1,0,25,0,2.34,2.32,2.55,2.64,0
0,1,21,0,3.55,3.44,3.29,3.28,1
0,0,20,0,3.0,3.44,3.14,3.07,0
0,0,22,0,2.47,2.68,2.61,2.78,0
1,1,21,0,3.33,3.21,3.46,3.4,0
0,1,21,0,2.85,2.75,2.59,2.46,0
0,1,23,0,2.8,2.4,2.6,2.45,1
1,0,18,0,3.45,3.47,3.42,3.23,0
0,0,24,0,3.15,3.0,3.35,3.44,1
1,0,22,0,3.57,3.59,4.0,3.94,1
0,1,21,0,3.17,2.77,2.98,3.21,0
1,1,21,0,3.34,3.34,3.01,2.42,0
1,0,21,0,3.45,3.79,3.31,3.5,1
0,0,18,1,4.0,4.0,4.0,4.0,1
1,1,24,0,2.92,2.77,2.95,2.93,0
1,1,22,0,3.24,3.24,3.34,3.08,1
1,1,22,0,1.6,1.59,1.44,1.11,0
1,0,23,0,2.26,2.7,2.41,2.56,0
1,1,19,0,3.92,3.85,4.0,4.0,1
1,1,22,0,1.98,1.74,2.11,2.16,0
0,1,21,0,3.17,3.17,3.04,3.02,1
1,1,23,0,3.84,3.88,4.0,4.0,1
1,0,18,0,3.85,3.97,4.0,3.88,1
0,1,21,1,3.84,3.99,3.96,3.89,1
0,0,20,0,2.4,2.8,2.76,2.73,0
0,0,22,0,3.11,2.99,3.11,3.06,1
0,1,22,0,3.48,3.34,3.28,3.55,1
0,1,20,1,2.76,2.39,2.66,2.41,0
0,0,20,0,3.06,3.2,3.11,2.72,1
0,1,21,0,2.21,2.03,2.02,1.73,0
1,0,20,0,3.53,3.7,3.42,3.55,1
1,1,23,0,3.45,3.35,3.3,3.28,0
0,0,21,1,3.79,4.0,3.8,3.48,1
1,0,18,0,3.09,2.8,2.87,2.89,0
1,0,21,0,3.0,3.2,2.87,2.81,0
1,1,19,0,2.44,2.62,2.82,2.93,0
0,0,18,0,3.24,3.35,3.17,3.33,1
0,0,19,0,3.53,3.31,3.66,4.0,1
1,1,22,0,2.71,2.81,3.09,2.85,0
0,1,24,0,2.36,2.39,2.49,2.12,0
1,0,22,0,3.16,2.8,2.49,2.61,0
1,0,20,1,0.38,0.7,0.57,0.77,0
1,1,22,0,0.99,0.92,0.74,0.49,0
1,0,21,0,0.47,0.77,0.61,0.36,0
0,1,20,0,2.26,2.25,2.57,2.63,0
0,1,19,0,3.23,3.42,3.39,3.74,1
0,1,18,0,2.38,2.21,2.08,1.91,0
1,0,21,0,2.45,2.49,2.34,2.36,1
0,1,22,0,4.0,4.0,3.89,3.51,1
1,0,21,0,2.94,2.88,2.98,2.94,0
0,0,21,1,3.19,3.01,2.69,2.66,1
1,1,20,0,3.32,2.71,2.73,3.02,0
1,1,23,0,3.24,3.07,3.15,3.01,1
1,1,19,1,3.13,3.27,2.92,3.06,1
0,1,23,0,2.48,2.2,1.92,1.77,0
0,0,19,0,3.2,2.96,2.96,2.97,1
0,0,20,0,2.89,2.6,2.89,3.3,1
0,1,19,0,3.39,3.43,3.67,4.0,1
1,0,20,0,4.0,3.82,3.7,4.0,1
0,1,23,0,3.32,3.57,3.85,3.93,1
0,0,23,0,2.65,2.8,2.73,2.69,0
1,0,23,0,2.22,2.26,2.2,2.25,0
1,0,23,0,1.71,1.77,1.79,1.88,0
1,1,19,0,3.52,3.36,3.53,3.61,1
0,0,21,0,3.26,3.1,2.98,2.84,0
1,0,20,0,1.84,1.98,1.9,1.75,0
1,0,24,0,2.56,2.75,2.5,2.38,1
1,0,19,0,3.73,3.87,3.94,4.0,1
0,1,23,0,2.29,2.2,2.38,2.62,0
1,0,23,0,1.92,1.84,2.04,2.68,0
0,1,25,0,2.73,2.54,2.27,2.35,0
0,1,21,1,1.76,1.92,1.84,1.68,0
1,0,23,0,3.53,3.14,3.39,3.29,0
1,0,26,0,0.0,0.0,0.05,0.01,0
0,1,20,0,3.63,3.23,3.24,3.54,1
1,1,18,1,3.77,3.34,3.35,3.49,1
1,1,18,0,2.24,2.52,2.62,2.35,0
0,0,23,0,3.69,3.85,3.9,3.89,1
